smiles,pred,max_tan_to_sd1_actives
C[C@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C([S@](=O)O)C[C@H]12,0.7769724726676941,0.25333333
COc1ccccc1NC(=S)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.7767684459686279,0.28846154
C[C@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C(S(=O)O)C[C@H]12,0.7767526507377625,0.25333333
CON1C(=O)[C@H]2NC(=O)[C@@]13Oc1cc(O)c(Cl)cc1[C@@H]3SS2,0.7765895128250122,0.18309858
COC[C@@H](CO)N(C)C(=O)CC/C=C/CCCCC(Cl)CCCCCCCl,0.7764240503311157,0.2
COc1ccc(C2SS[C@]34C[C@]5(O)[C@H](I)C=C[C@@H](O)[C@@H]5ON3C(=O)[C@@H]2NC4=O)c(O)c1OC,0.7763780355453491,0.20353982
COc1ccccc1[C@H](CCNCc1ccc(Cl)cc1)c1ccc(OC(C)C)cc1,0.7763530015945435,0.29090908
CC(C)c1ccc(N2C(=S)N[C@H]3[C@@H](O)[C@H](O)C[C@@H](C(=O)Nc4ccccc4)[C@H]32)cc1,0.7760310769081116,0.24324325
COc1ccccc1[C@@H](CCNCc1ccc(Cl)cc1)c1ccc(OC(C)C)cc1,0.7758317589759827,0.29090908
C[S@+]([O-])CCCCCCCCCCCNC(N)=S,0.7758232951164246,0.1875
COc1ccc([C@H]2SS[C@@]34C[C@]5(O)[C@H](I)C=C[C@@H](O)[C@@H]5ON3C(=O)[C@@H]2NC4=O)c(O)c1OC,0.7754577398300171,0.20353982
C=C1C[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](Cc2ccc(O)c(Cl)c2)C(=O)N[C@@H](C)C(=O)O[C@H](C)C[C@H](C)C1=O,0.7752647399902344,0.22522523
C#CCCC[C@H]1OC(=O)C/N=C(\O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](C)/N=C(\O)[C@H](C)OC(=O)C1(C)C,0.7748622298240662,0.22535211
COc1c(Cl)cc2c(c1OC)N(C)[C@@H]1N3C(=O)[C@@](C)(SC)N(C)C(=O)[C@]3(SC)[C@H](O)[C@]21O,0.7737740278244019,0.18987341
C=C1C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2ccc(O)c(Cl)c2)C(=O)N[C@@H](C)C(=O)O[C@@H](C)C[C@@H](C)C1=O,0.7733044624328613,0.22522523
CCN1C(=O)/C2=C3\CO[C@@](OC)([C@@H](O)CCCC[C@]21[C@H](C)O)[C@H]3O,0.77317214012146,0.17857143
C[C@@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C([S@@](=O)O)C[C@@H]12,0.7731475830078125,0.25333333
C[C@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C([S+]([O-])CCO)C[C@H]12,0.7719784379005432,0.25
C[C@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C([S@+]([O-])CCO)C[C@H]12,0.7717179656028748,0.25
COc1c(Cl)cc2c(c1OC)N(C)[C@@H]1N3C(=O)[C@@](C)(SC)N(C)C(=O)[C@@]3(SC)[C@@H](O)[C@]21O,0.7709783911705017,0.18987341
C#CCCC[C@@H]1OC(=O)[C@H]([C@@H](C)O)/N=C(\O)[C@H](C(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)/N=C(\O)C1(C)C,0.7709153294563293,0.24427481
COC1=C(C)C(=O)C2=C(C1=O)[C@H](CNC(=O)[C@H](C)N)N1[C@@H](O)[C@H]3Cc4cc(C)c(OC)c(O)c4[C@@H]([C@@H]1C2)N3C,0.7703630924224854,0.19327731
CO[C@@H]1/C=C(\C)C[C@H](/C=C/C#C[C@H]2C[C@@H]2Cl)OC(=O)[C@@H](C)[C@]2(O)C[C@H](O[C@H]3O[C@H](C)[C@@H](O)[C@](C)(O)[C@@H]3O)[C@@H](C)[C@@H](O2)[C@@H]1C,0.7703182697296143,0.24369748
COC1=C(C)C(=O)C2=C(C1=O)[C@@H](CNC(=O)[C@H](C)N)N1[C@H](O)[C@H]3Cc4cc(C)c(OC)c(O)c4[C@@H]([C@@H]1C2)N3C,0.7701388001441956,0.19327731
COC1=C(C)C(=O)C2=C(C1=O)[C@H](CNC(=O)[C@H](C)N)N1C(O)[C@H]3Cc4cc(C)c(OC)c(O)c4[C@@H]([C@@H]1C2)N3C,0.7698259353637695,0.19327731
N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)[C@H]1CN2C(=O)C[C@@H]2O1)[C@H](O)[C@@H]1CN2C(=O)C[C@@H]2O1,0.769510805606842,0.23333333
CC(C)C(NC(=O)c1ccc(O)cc1)C(=O)NC(C(=O)NC(C=O)CCCN/C=N/N)C(C)C,0.7689584493637085,0.21428572
CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C\Cl)c1cccc(C)c1O)OC,0.7686663269996643,0.20689656
CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C/Cl)c1cccc(C)c1O)OC,0.7685530781745911,0.20689656
N[C@@H](C(=O)N[C@H](C(=O)O)[C@H](O)[C@H]1CN2C(=O)C[C@@H]2O1)[C@H](O)[C@H]1CN2C(=O)C[C@@H]2O1,0.7683234810829163,0.23333333
COc1ccc([C@@H]2CC(c3cc(Cl)cc(Cl)c3O)=NN2)c(OC)c1,0.7675663828849792,0.24074075
O=C(NC[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1N1CCN(c2ccccc2)CC1)c1ccccc1Cl,0.7672551274299622,0.2840909
CO[C@H]1CC(=O)[C@@H]2C[C@@]34SS[C@]5(C[C@@H]6C(=O)C=C[C@H](O)[C@H]6N5C3=O)C(=O)N4[C@@H]2[C@H]1O,0.7671811580657959,0.29577464
N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](O)[C@H]1CN2C(=O)C[C@H]2O1)[C@H](O)[C@H]1CN2C(=O)C[C@@H]2O1,0.7667362689971924,0.23333333
NC(C(=O)NC(C(=O)O)C(O)[C@H]1CN2C(=O)C[C@@H]2O1)C(O)[C@H]1CN2C(=O)C[C@@H]2O1,0.7666037082672119,0.23333333
COc1ccc([C@H]2CC(c3cc(Cl)cc(Cl)c3O)=NN2)c(OC)c1,0.7664835453033447,0.24074075
NC(C(=O)NC(C(=O)O)C(O)[C@H]1CN2C(=O)C[C@@H]2O1)C(O)[C@H]1CN2C(=O)C[C@H]2O1,0.7650683522224426,0.23333333
COC(=O)CC(C1=C(O)[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)CC1=O)c1ccc(O)c(Cl)c1,0.7642430663108826,0.21359223
C[C@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C([S+]([O-])C(O)O)C[C@H]12,0.7621995806694031,0.27631578
C[C@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C([S@@+]([O-])C(O)O)C[C@H]12,0.7618497610092163,0.27631578
CO[C@H]1CC(=O)[C@H]2C[C@@]34SS[C@@]5(C[C@H]6C(=O)C=C[C@H](O)[C@@H]6N5C3=O)C(=O)N4[C@H]2[C@H]1O,0.7617908716201782,0.29577464
COC(=O)CC(C1=C(O)[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)CC1=O)c1ccc(O)c(OC)c1,0.7616557478904724,0.23595506
C#CCCCC1OC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@H](C)CC)OC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)C1(C)C,0.7603875994682312,0.29411766
C#CCCCC1OC(=O)[C@@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)C1(C)C,0.7600519061088562,0.29411766
CO[C@H]1[C@@H](O)C[C@H](O[C@@H]2c3cc4c(Cl)c5c(c(O)c4c(O)c3C(=O)C[C@H]2C)C(=O)NC5)O[C@@H]1C,0.7597078680992126,0.22429906
COC(=O)CC(C1=C(O)[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)CC1=O)c1ccc(OC)c(O)c1,0.7594588994979858,0.20253165
S=C(Nc1ccccc1Cl)N1CCCC2=C[C@@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21,0.7580621242523193,0.17333333
C=C1C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2ccc(O)c(I)c2)C(=O)N[C@@H](C)C(=O)O[C@@H](C)C[C@@H](C)C1=O,0.7570065855979919,0.22522523
CN1CCN(C(=S)SSC(=S)N2CCN(C)CC2)CC1,0.7550878524780273,0.2972973
C[C@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C([S+]([O-])CC(=O)O)C[C@H]12,0.753183901309967,0.25316456
OC[C@@H]1O[C@H](CNCc2cccc(Cl)c2)[C@H](N2CCN(c3ccccc3)CC2)[C@@H]1O,0.7531294226646423,0.24444444
COc1cccc2c1[C@H](O)[C@@H]1C[C@H](O[Si](C)(C)C(C)(C)C)C(C)=C([C@@H](OC)[C@@H]2OC)C1(C)C,0.7528751492500305,0.20588236
C[C@H](OS(=O)(=O)O)[C@@H]1C(=O)N2C(C(=O)O)=C([S@+]([O-])CC(=O)O)C[C@H]12,0.752732515335083,0.25316456
C[C@H](OS(=O)(=O)O)C1C(=O)N2C(C(=O)O)=C([S+]([O-])CC(=O)O)C[C@H]12,0.7522791624069214,0.25316456
COC(=O)CC(C1=C(O)C(=O)c2ccccc2C1=O)c1ccc(O)c(Cl)c1,0.750601589679718,0.25925925
C=C1C(=O)N2[C@H]3Nc4c(cc(Cl)c(OC)c4OC)[C@@]3(O)[C@H](O)[C@]2(SC)C(=O)N1C,0.7496144771575928,0.21428572
CCCCCCCCC(Cl)CCCCC=CCCC(=O)N(C)[C@H](CO)COC,0.7495478391647339,0.2
C#CCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@@H]1C,0.7492259740829468,0.2457627
CCCCCCCCC(Cl)CCCC/C=C/CCC(=O)N(C)[C@H](CO)COC,0.7491828799247742,0.2
C#CCCC[C@@H]1OC(=O)CCNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)C1(C)C,0.7486818432807922,0.22556391
C#CCCC[C@@H]1OC(=O)CCNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)C1(C)C,0.748605489730835,0.22556391
C#CCCCC1NC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)C(C(C)CC)OC(=O)C1C,0.7484326958656311,0.2457627
C#CCCCC1OC(=O)CCNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)C1(C)C,0.7482591271400452,0.22556391
C#CCCC[C@H]1OC(=O)CCNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)C1(C)C,0.7481443881988525,0.22556391
C[C@@H](/C=C1\C(=O)N(C)[C@@H](C[C@H](CO)C(Cl)(Cl)Cl)C(=O)N1C)C(Cl)(Cl)Cl,0.7465643286705017,0.1734694
CN(CCc1ccccc1)[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1CN(Cc1cccc(Cl)c1)Cc1cccc(Cl)c1,0.7456693053245544,0.23188406
COc1ccc(Cl)c(C(=O)NC[C@H]2O[C@@H](CO)[C@@H](O)[C@H]2N2CCN(c3ccccc3)CC2)c1,0.7456291913986206,0.29473683
CO[C@]1(NC(=O)[C@@H](Cc2ccccc2)NC(C)=O)CN(S(=O)(=O)O)C1=O,0.745438814163208,0.25
C=CCN(C)C(=O)[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2NC(=S)N(c3ccc(N(C)C)cc3)[C@@H]21,0.7453839182853699,0.18390805
Oc1c(Cl)cc(Cl)cc1C1=NN[C@H](c2ccc(Cl)cc2Cl)C1,0.7451901435852051,0.2888889
Oc1c(Cl)cc(Cl)cc1C1=NN[C@@H](c2ccc(Cl)cc2Cl)C1,0.7451534867286682,0.2888889
C[S+]([O-])CCCCCCCCCCNC(N)=S,0.7451138496398926,0.1875
CC(/C=C1\C(=O)N(C)C(CC(CO)C(Cl)(Cl)Cl)C(=O)N1C)C(Cl)(Cl)Cl,0.7450676560401917,0.1734694
COc1ccccc1N1CCN(C[C@H]2C[N@]3CC[C@H]2C[C@@H]3CNC(=S)Nc2cccc(Cl)c2)CC1,0.7430729269981384,0.24770643
COc1ccccc1N1CCN(C[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=S)Nc2cccc(Cl)c2)CC1,0.7429625988006592,0.24770643
COc1ccc([C@H]2SS[C@@]34C[C@]5(O)[C@H](Cl)C=C[C@@H](O)[C@@H]5ON3C(=O)[C@@H]2NC4=O)c(O)c1OC,0.7413767576217651,0.19469027
C[N+](C)(C)CCCOc1c(I)cc(CC[N+](C)(C)C)cc1I,0.7404766082763672,0.25
C=CCN(C)C(=O)[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2NC(=S)N(c3ccc(Cl)cc3)[C@@H]21,0.7397624850273132,0.22857143
C#CCCC#C/C=C/C#CC/C=C(\Cl)[C@H](O)/C(Br)=C/C=C\CC(=O)NCCCCCNC(=N)N,0.7395948171615601,0.17721519
C[C@@]12C(=O)N(/N=C/c3cc(Br)ccc3O)CC(=O)N1CCc1c2[nH]c2ccccc12,0.7385975122451782,0.19178082
COC(=O)CC(C1=C(O)[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)CC1=O)c1cccc(O)c1,0.7379966378211975,0.21518987
C=CCN(C)C(=O)[C@H]1C[C@@H](O)[C@H](O)[C@H]2NC(=S)N(c3ccc(Cl)cc3)[C@@H]21,0.7373306751251221,0.22857143
Oc1cc(C/C=C(/Cl)Cc2c(Br)c(O)cc(O)c2Br)c(O)cc1Cl,0.7367653250694275,0.27906978
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@H](C(=O)NCCCCN)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,0.7364375591278076,0.23140496
C=C(C)[C@@H]1[C@H](c2cc(CCNC)ccc2OC)C=C(C)C[C@H]1c1cc(CCNC)ccc1OC,0.7364062070846558,0.26229507
C#CCCC[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)/N=C(\O)[C@H]1C,0.73622065782547,0.2580645
CN1C(=O)[C@@]23SS[C@H]4c5ccccc5O[C@]41C(=O)N2O[C@]1(CCC=CC1=O)[C@H]3O,0.7360692620277405,0.22352941
C#CCCC[C@@H]1OC(=O)[C@@H](C(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)/N=C(\O)[C@H]1C,0.7359998226165771,0.2580645
COc1cc(OC)c2c(c1Cl)O[C@@]1(C(=O)C=C(NCCCN3CCOCC3)C[C@H]1C)C2=O,0.7357003092765808,0.26168224
CO[C@H]1CC(=O)[C@@H]2C[C@@]3(SC)C(=O)N4[C@@H]5[C@@H](O)[C@@H]6CC(=O)[C@@H]5C[C@@]4(SS6)C(=O)N3[C@@H]2[C@H]1O,0.7351749539375305,0.19753087
O=C([C@@H]1C[C@@H](O)[C@H](O)[C@@H]2NC(=S)N(c3ccc(Cl)cc3)[C@@H]21)N1CCOCC1,0.734971821308136,0.25
COc1cc(C(CC(=O)NCCCN(C)C)C2=C(O)[C@@]3(Oc4c(Cl)c(OC)cc(OC)c4C3=O)[C@H](C)CC2=O)ccc1O,0.7348900437355042,0.24742268
C[C@H](CC1C(=O)N(C)C(C[C@H](C)C(Cl)(Cl)Cl)C(=O)N1C)C(Cl)(Cl)Cl,0.7346983551979065,0.20731707
CO[C@H]1CC(=O)[C@@H]2C[C@@]3(SC)C(=O)N4[C@@H]5[C@@H](O)[C@H]6CC(=O)[C@@H]5C[C@@]4(SS6)C(=O)N3[C@@H]2[C@H]1O,0.73460453748703,0.19753087
COc1cc(C(CC(=O)NC2CN3CCC2CC3)C2=C(O)[C@@]3(Oc4c(Cl)c(OC)cc(OC)c4C3=O)[C@H](C)CC2=O)ccc1O,0.7343635559082031,0.22772278
C[C@@H](C[C@@H]1C(=O)N(C)[C@@H](C[C@H](C)C(Cl)(Cl)Cl)C(=O)N1C)C(Cl)(Cl)Cl,0.7343083620071411,0.20731707
C[C@@H](C[C@H]1C(=O)N(C)[C@@H](C[C@H](C)C(Cl)(Cl)Cl)C(=O)N1C)C(Cl)(Cl)Cl,0.7329116463661194,0.20731707
C[C@H](C[C@H]1C(=O)N(C)[C@@H](C[C@@H](C)C(Cl)(Cl)Cl)C(=O)N1C)C(Cl)(Cl)Cl,0.7329116463661194,0.20731707
CO[C@@H]1CC(=O)[C@@H]2C[C@@]34SS[C@]5(C[C@H]6C(=O)CC[C@H](O)[C@H]6N5C3=O)C(=O)N4[C@@H]2[C@H]1O,0.7327589392662048,0.2361111
O=C1C(COCc2cc(O)cc(Cl)c2O)=C[C@@H](O)[C@@H](O)[C@@H]1Cl,0.7317566871643066,0.25
CO[C@H]1c2cc(Cl)c(O)cc2O[C@@]12C(=O)N[C@@H]1SSN2C1=O,0.7314484119415283,0.18309858
CCOC(=O)CNC(=O)[C@]1(/C=C/c2ccccc2)CC(=O)N1c1ccc(OC)cc1,0.7313529849052429,0.25263157
CCOC(=O)CNC(=O)[C@@]1(/C=C/c2ccccc2)CC(=O)N1c1ccc(OC)cc1,0.7304549813270569,0.25263157
CCOC(=O)CNC(=O)C1(/C=C/c2ccccc2)CC(=O)N1c1ccc(OC)cc1,0.7304521799087524,0.25263157
CN(C)CCNC(=O)[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2NC(=S)N(c3ccc(Cl)cc3)[C@@H]21,0.7300555109977722,0.22535211
COC(=O)CC(C1=C(O)[C@@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)[C@H](C)CC1=O)c1ccc(O)cc1,0.7300323843955994,0.20779221
S=C1NCCC12C(=S)Nc1ccccc12,0.7288362979888916,0.1875
O=C1N2c3ccccc3C[C@]2(S)C(=O)N2c3ccccc3C[C@]12S,0.7288116216659546,0.23255815
C#CCCCC1OC(=O)CCNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]([C@H](C)CC)NC(=O)C1(C)C,0.7286096215248108,0.23880596
C#CCCCC1OC(=O)CCNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]([C@@H](C)CC)NC(=O)C1(C)C,0.7282750010490417,0.23880596
C#CCCC[C@H]1OC(=O)CCNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H]([C@@H](C)CC)NC(=O)C1(C)C,0.7281686663627625,0.23880596
O=C1N(c2ccccc2)C(c2ccccc2)C12CCCCC2,0.7278589606285095,0.27272728
C#CCCC[C@@H]1OC(=O)[C@@H](C(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)/N=C(\O)[C@H]1C,0.7275765538215637,0.25619835
Oc1ccccc1/C=N/Nc1nc(Nc2ccc(Cl)cc2)nc(N2CCOCC2)n1,0.727485179901123,0.22222222
CC[C@@H]1NC(=O)[C@@H]2[C@H](Cl)[C@H](Cl)CN2C(=O)[C@H](C)NC(=O)C[C@H](c2ccccc2)NC(=O)[C@H](CO)NC1=O,0.7262576222419739,0.22429906
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,0.726242184638977,0.29545453
C[C@@H]1O[C@H](N2/C(=C3/Nc4ccc(Cl)cc4C3=O)C(=O)c3cc(Cl)ccc32)[C@@H](O)[C@@H]2O[C@](C)(O)[C@H](C)N[C@H]21,0.7248018980026245,0.17567568
C#CCCC[C@H]1OC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)OC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](C(C)C)/N=C(\O)[C@H]1C,0.7211112380027771,0.248
CC(C)C[C@@H]1C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H]([C@@H](C)O)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)O[C@@H](C(C)C)C(=O)N1C,0.7207030057907104,0.28735632
CC[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO)C[C@H]12,0.7203028798103333,0.2244898
C#CCCC[C@H]1OC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)/N=C(\O)[C@H]1C,0.7199921011924744,0.25396827
S=C(NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCC(Cc2ccccc2)CC1)Nc1ccccc1,0.7186068296432495,0.25
CC[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO)C[C@@H]12,0.7178424000740051,0.2244898
COc1cc(C(CC(=O)N[C@@H](CO)Cc2ccccc2)C2=C(O)[C@@]3(Oc4c(Cl)c(OC)cc(OC)c4C3=O)[C@H](C)CC2=O)ccc1O,0.7159144878387451,0.28440368
Oc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,0.7150463461875916,0.2857143
C[C@H]1OC2=C(C(=O)[C@]3(O)C[C@@]45SS[C@@](CO)(N=C4O)C(=O)N5[C@@H]3C2)C1(C)C,0.7140454649925232,0.22891566
COc1ccc2c(Cl)c1O[C@H]1C#C/C=C(\C#CC3=CC[C@H](O)[C@@]31O)[C@@H]1CN1C(=O)C[C@@H]2O,0.7137355208396912,0.1923077
Oc1ccc(Br)cc1/C=N/Nc1nc(Nc2ccc(Cl)cc2)nc(N2CCOCC2)n1,0.7135719060897827,0.2413793
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@H](C(=O)NCCCCN)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,0.7132586240768433,0.23333333
COc1ccc2c(Cl)c1O[C@H]1C#C/C=C(\C#CC3=CC[C@H](O)[C@@]31O)C1CN1C(=O)C[C@@H]2O,0.7126781344413757,0.1923077
CC(=O)O[C@@H]1C[C@@H](Br)C(C)(C)O[C@]1(C)[C@]1(O)C[C@H](Br)[C@@](C)(Cl)C[C@@H]1O,0.7114103436470032,0.18604651
C[C@H]1OC2=C(C(=O)[C@]3(O)C[C@@]45SS[C@@](CO)(NC4=O)C(=O)N5[C@@H]3C2)C1(C)C,0.7113246321678162,0.24691358
COc1ccc(N2CCN3c4cc(Cl)ccc4C[C@]4(C(=O)N(c5ccccc5)N=C4C)[C@@H]3C2)cc1,0.71123206615448,0.25
S=C(NCCCCNC(=S)NC1CCCCC1)NC1CCCCC1,0.7111798524856567,0.19565217
CCCC(=O)N[C@@H]1/C(O)=N\[C@@H](CC(C)C)/C(O)=N/[C@H]2CC[C@@H](O)N(C2=O)[C@@H](CC(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)/C(O)=N/[C@@H](C(C)C)C(=O)O[C@@H]1C,0.7110116481781006,0.24271844
COc1ccc(N2CCN3c4cc(Cl)ccc4C[C@@]4(C(=O)N(c5ccccc5)N=C4C)[C@@H]3C2)cc1,0.7108959555625916,0.25
CCN1C(=O)/C2=C3\CO[C@@](OC)([C@@H](O)CCC[C@]21C)[C@H]3O,0.7108297348022461,0.1884058
CC(O)=NC=CSC1=C(C(=O)O)N2C(=O)[C@@H]([C@H](C)OS(=O)(=O)O)[C@H]2C1,0.7104482650756836,0.24096386
COc1ccc(N2CCN3c4cc(Cl)ccc4C[C@]4(C(=O)N(c5ccccc5)N=C4C)[C@H]3C2)cc1,0.7104401588439941,0.25
COc1ccc(N2CCN3c4cc(Cl)ccc4C[C@@]4(C(=O)N(c5ccccc5)N=C4C)[C@H]3C2)cc1,0.7100641131401062,0.25
C#CCCCC[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@H](C)CC)[C@H](C)CC)C(C)C)C(C)C,0.709566056728363,0.22972973
COC(=O)[C@@H](Br)[C@@H](Br)c1cccc([C@H](Br)[C@@H](Br)C(=O)OC)c1,0.7095403075218201,0.24444444
COC(=O)[C@@H](Br)[C@@H](Br)c1cccc([C@@H](Br)[C@@H](Br)C(=O)OC)c1,0.7094964385032654,0.24444444
COC(=O)[C@@H](Br)[C@@H](Br)c1cccc([C@H](Br)[C@H](Br)C(=O)OC)c1,0.7093382477760315,0.24444444
COC(=O)[C@@H](Br)[C@H](Br)c1cccc([C@H](Br)[C@H](Br)C(=O)OC)c1,0.7092887759208679,0.24444444
COC1C(CO)OC(C2CC3=c4c(c5c(c6c4=C(Br)N=C6)C4=CC(=O)CC(=O)C4=N5)N=C3C=C2Br)C(O)C1O,0.7090412378311157,0.16393442
O[C@@H]1C[C@@](CNCc2ccc(Cl)cc2)(COc2ccccc2)C[C@@H]1O,0.7085924744606018,0.23076923
C#CCCC[C@H]1CC(=O)O[C@@H](C(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N1,0.7084715962409973,0.2682927
C#CCCC[C@@H]1CC(=O)O[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1,0.7084032297134399,0.2682927
C#CCCCC1CC(=O)O[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1,0.7078769207000732,0.2682927
COc1ccc(NC(=S)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1,0.7065411806106567,0.29411766
CN(Cc1ccccc1)C(=O)[C@@H]1C[C@@H](O)[C@H](O)[C@@H]2NC(=S)N(c3ccc(N(C)C)cc3)[C@@H]21,0.706344723701477,0.22340426
